user_id,product_id
0cf3076a-13ea-41d9-b699-0f90460d65f1,0adb60a4-ba67-4a3d-818e-fe8b0d59483b
0cf3076a-13ea-41d9-b699-0f90460d65f1,a42a5f8c-fa99-4397-a6d4-a9d0145dfcab
0cf3076a-13ea-41d9-b699-0f90460d65f1,3867a1d0-2a6d-472e-9527-7e992645857c
668fd3f9-4644-433d-aa87-a9074927f780,0adb60a4-ba67-4a3d-818e-fe8b0d59483b
668fd3f9-4644-433d-aa87-a9074927f780,3867a1d0-2a6d-472e-9527-7e992645857c
23e13e72-c8a0-4a0d-b2d4-e7e434da3fd0,bc7e9704-5dd7-4699-a154-f984f3814246
23e13e72-c8a0-4a0d-b2d4-e7e434da3fd0,c17b42a3-0493-4b7a-b824-c19f40af3717
23e13e72-c8a0-4a0d-b2d4-e7e434da3fd0,a1fa1332-36b3-4cbf-a208-726434c824b6
f7489c2b-65ee-4e98-8f83-a6ea19aa8eb6,3867a1d0-2a6d-472e-9527-7e992645857c
f7489c2b-65ee-4e98-8f83-a6ea19aa8eb6,a1fa1332-36b3-4cbf-a208-726434c824b6
320e146b-ae07-438f-8eb6-97983306e922,42228fd4-8981-44d4-9c0c-41826df821f2
320e146b-ae07-438f-8eb6-97983306e922,edacd576-9bd3-481b-abe7-d936dac001b2
2c80a1c3-fde9-405a-bc46-7fa1b747e563,ba945004-9ec7-4787-8e22-1f29e4370977
2c80a1c3-fde9-405a-bc46-7fa1b747e563,3867a1d0-2a6d-472e-9527-7e992645857c
2c80a1c3-fde9-405a-bc46-7fa1b747e563,bc7e9704-5dd7-4699-a154-f984f3814246
03b40cc9-051d-4814-80f4-1af43cdb3715,0adb60a4-ba67-4a3d-818e-fe8b0d59483b
03b40cc9-051d-4814-80f4-1af43cdb3715,623ed871-c0d7-4fdd-9d56-dc1e8f29d1a5
b3bd1213-8d4c-4bfc-9f9c-b6d83936b3a1,c3d159a0-c022-44d2-a536-0795551fa75d
b3bd1213-8d4c-4bfc-9f9c-b6d83936b3a1,0adb60a4-ba67-4a3d-818e-fe8b0d59483b
b3bd1213-8d4c-4bfc-9f9c-b6d83936b3a1,a1fa1332-36b3-4cbf-a208-726434c824b6
b3bd1213-8d4c-4bfc-9f9c-b6d83936b3a1,42228fd4-8981-44d4-9c0c-41826df821f2
715c8775-98d4-4a04-add8-dbaf928d3979,3867a1d0-2a6d-472e-9527-7e992645857c
715c8775-98d4-4a04-add8-dbaf928d3979,623ed871-c0d7-4fdd-9d56-dc1e8f29d1a5
715c8775-98d4-4a04-add8-dbaf928d3979,a42a5f8c-fa99-4397-a6d4-a9d0145dfcab
81bb2ed0-c3eb-484a-8bcb-c5aae7a5b5a8,0adb60a4-ba67-4a3d-818e-fe8b0d59483b
81bb2ed0-c3eb-484a-8bcb-c5aae7a5b5a8,bc7e9704-5dd7-4699-a154-f984f3814246
81bb2ed0-c3eb-484a-8bcb-c5aae7a5b5a8,c3d159a0-c022-44d2-a536-0795551fa75d
3d949d0a-9aab-4bbb-8892-f74b3a7df002,42228fd4-8981-44d4-9c0c-41826df821f2
3d949d0a-9aab-4bbb-8892-f74b3a7df002,a1fa1332-36b3-4cbf-a208-726434c824b6
00456130-98c0-44c2-a983-3283c360ac61,a1fa1332-36b3-4cbf-a208-726434c824b6
86b241df-2c7d-4137-95a7-e0ec1dab3d1e,639fde9a-2fe0-44a7-88f0-8ea8f743a72b
86b241df-2c7d-4137-95a7-e0ec1dab3d1e,c17b42a3-0493-4b7a-b824-c19f40af3717
86b241df-2c7d-4137-95a7-e0ec1dab3d1e,3867a1d0-2a6d-472e-9527-7e992645857c
86b241df-2c7d-4137-95a7-e0ec1dab3d1e,a1fa1332-36b3-4cbf-a208-726434c824b6
6b2d3582-87d3-4085-b289-003ae36bd1f8,0adb60a4-ba67-4a3d-818e-fe8b0d59483b
653e32f2-bd6d-444b-9225-28b6a89274b4,c3d159a0-c022-44d2-a536-0795551fa75d
653e32f2-bd6d-444b-9225-28b6a89274b4,a1fa1332-36b3-4cbf-a208-726434c824b6
e4cc2f23-b296-430e-8354-0ce8e1792f5c,c17b42a3-0493-4b7a-b824-c19f40af3717
e4cc2f23-b296-430e-8354-0ce8e1792f5c,47507b3d-0ae0-4e26-a3d4-546042759751
e4cc2f23-b296-430e-8354-0ce8e1792f5c,0adb60a4-ba67-4a3d-818e-fe8b0d59483b
e4cc2f23-b296-430e-8354-0ce8e1792f5c,ba945004-9ec7-4787-8e22-1f29e4370977
c4a5d228-4e38-45ee-9eb6-9a0f3c0971eb,bc7e9704-5dd7-4699-a154-f984f3814246
c4a5d228-4e38-45ee-9eb6-9a0f3c0971eb,c17b42a3-0493-4b7a-b824-c19f40af3717
c4a5d228-4e38-45ee-9eb6-9a0f3c0971eb,ba945004-9ec7-4787-8e22-1f29e4370977
dfabcfbf-9696-4707-b48b-c560d5ed7a16,c17b42a3-0493-4b7a-b824-c19f40af3717
dfabcfbf-9696-4707-b48b-c560d5ed7a16,639fde9a-2fe0-44a7-88f0-8ea8f743a72b
a54b83b1-c420-4f6b-a6cb-53db48cb3886,ba945004-9ec7-4787-8e22-1f29e4370977
a54b83b1-c420-4f6b-a6cb-53db48cb3886,639fde9a-2fe0-44a7-88f0-8ea8f743a72b
a54b83b1-c420-4f6b-a6cb-53db48cb3886,623ed871-c0d7-4fdd-9d56-dc1e8f29d1a5
16bc5bca-1da5-4c95-a8df-e98c91896203,47507b3d-0ae0-4e26-a3d4-546042759751
b50846a7-d024-4e5c-aa9e-4366db289e9c,bc7e9704-5dd7-4699-a154-f984f3814246
b50846a7-d024-4e5c-aa9e-4366db289e9c,47507b3d-0ae0-4e26-a3d4-546042759751
b50846a7-d024-4e5c-aa9e-4366db289e9c,c17b42a3-0493-4b7a-b824-c19f40af3717
3acffd62-8578-45fe-8525-86bc7ba66092,47507b3d-0ae0-4e26-a3d4-546042759751
3acffd62-8578-45fe-8525-86bc7ba66092,42228fd4-8981-44d4-9c0c-41826df821f2
3acffd62-8578-45fe-8525-86bc7ba66092,c57361aa-6c8d-4b80-9888-53a309e3ec25
02172036-84f5-4e54-9f7b-0cb1b22d761f,ba945004-9ec7-4787-8e22-1f29e4370977
02172036-84f5-4e54-9f7b-0cb1b22d761f,bc7e9704-5dd7-4699-a154-f984f3814246
02172036-84f5-4e54-9f7b-0cb1b22d761f,47507b3d-0ae0-4e26-a3d4-546042759751
4565a873-2184-422c-a212-beb811b6c696,bc7e9704-5dd7-4699-a154-f984f3814246
48b6250a-e9d5-4b16-93e2-952eab4b770f,c57361aa-6c8d-4b80-9888-53a309e3ec25
48b6250a-e9d5-4b16-93e2-952eab4b770f,3867a1d0-2a6d-472e-9527-7e992645857c
9c385754-3580-4440-876d-24fb6150a12f,a4dec175-cf7a-4450-a4de-0011652817e4
9c385754-3580-4440-876d-24fb6150a12f,bc7e9704-5dd7-4699-a154-f984f3814246
feba917c-6e19-4097-9157-9e7b0eb4b360,47507b3d-0ae0-4e26-a3d4-546042759751
feba917c-6e19-4097-9157-9e7b0eb4b360,623ed871-c0d7-4fdd-9d56-dc1e8f29d1a5
b1c67527-82bd-4a1f-96f2-910bd486f982,edacd576-9bd3-481b-abe7-d936dac001b2
491b6d7f-122c-4f84-adbf-b6a690c5ad21,c57361aa-6c8d-4b80-9888-53a309e3ec25
491b6d7f-122c-4f84-adbf-b6a690c5ad21,bc7e9704-5dd7-4699-a154-f984f3814246
491b6d7f-122c-4f84-adbf-b6a690c5ad21,47507b3d-0ae0-4e26-a3d4-546042759751
491b6d7f-122c-4f84-adbf-b6a690c5ad21,639fde9a-2fe0-44a7-88f0-8ea8f743a72b
77bec26d-c677-4b77-ba10-170a622946c0,ba945004-9ec7-4787-8e22-1f29e4370977
77bec26d-c677-4b77-ba10-170a622946c0,3867a1d0-2a6d-472e-9527-7e992645857c
35e86fdd-aa05-46c8-bd3d-c48e393f9887,ba945004-9ec7-4787-8e22-1f29e4370977
8f9dca8a-3eb5-40f7-9b20-8c8bf9c12cb5,47507b3d-0ae0-4e26-a3d4-546042759751
8f9dca8a-3eb5-40f7-9b20-8c8bf9c12cb5,639fde9a-2fe0-44a7-88f0-8ea8f743a72b
8f9dca8a-3eb5-40f7-9b20-8c8bf9c12cb5,3867a1d0-2a6d-472e-9527-7e992645857c
6a6d6343-511d-4c9c-888d-2fb40da594a1,c17b42a3-0493-4b7a-b824-c19f40af3717
